# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.367943954467773438e+01 6.207384867593646049e-04 4.939336395263671875e+01 6.207384867593646049e-04 9.862795472145080566e-01
1.000000000000000000e+03 3.215494216419756413e-04 5.578931450145319104e-07 4.542584065347909927e-04 5.578931450145319104e-07 7.171772886067628860e-04
2.000000000000000000e+03 1.004727018880657852e-04 2.138365928772145708e-08 1.888277038233354688e-04 2.138365928772145708e-08 1.275829272344708443e-04
3.000000000000000000e+03 4.945472755935043097e-05 1.439114925005924306e-07 1.213970972457900643e-04 1.439114925005924306e-07 3.877602284774184227e-04
4.000000000000000000e+03 7.808459486113861203e-05 3.698537739182938822e-06 1.601035910425707698e-04 3.698537739182938822e-06 1.809191191568970680e-03
5.000000000000000000e+03 1.791163464076817036e-03 2.191636740462854505e-04 1.460102968849241734e-03 2.191636740462854505e-04 1.414903160184621811e-02
6.000000000000000000e+03 1.544980477774515748e-05 9.166049608211324085e-08 4.975291085429489613e-05 9.166049608211324085e-08 3.488176735118031502e-04
7.000000000000000000e+03 3.581826167646795511e-04 9.013620001496747136e-06 3.028737264685332775e-04 9.013620001496747136e-06 2.630794886499643326e-03
8.000000000000000000e+03 6.886618211865425110e-05 9.524952702122391202e-07 7.133645704016089439e-05 9.524952702122391202e-07 1.229404588229954243e-03
9.000000000000000000e+03 3.472279349807649851e-04 3.454719626461155713e-05 2.695122093427926302e-04 3.454719626461155713e-05 5.669774487614631653e-03
1.000000000000000000e+04 1.452859723940491676e-04 5.199140105105470866e-06 1.136655846494250000e-04 5.199140105105470866e-06 1.920056762173771858e-03
