# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.504835891723632812e+01 2.670283913612365723e-01 5.091517257690429688e+01 2.670283913612365723e-01 1.374089121818542480e+00
1.000000000000000000e+03 3.111798723693937063e-04 1.390185957461653743e-07 4.908599075861275196e-04 1.390185957461653743e-07 3.573060093913227320e-04
2.000000000000000000e+03 5.826081178383901715e-05 2.662631892746958329e-09 1.182096893899142742e-04 2.662631892746958329e-09 1.256279210792854428e-04
3.000000000000000000e+03 1.573940971866250038e-04 3.951555299863684922e-06 1.752364332787692547e-04 3.951555299863684922e-06 1.645002164877951145e-03
4.000000000000000000e+03 3.472699609119445086e-05 1.615211076000377943e-09 1.034608649206347764e-04 1.615211076000377943e-09 1.071300575858913362e-04
5.000000000000000000e+03 2.937015051429625601e-05 8.046439070596989040e-10 1.071412334567867219e-04 8.046439070596989040e-10 1.059063506545498967e-04
6.000000000000000000e+03 8.067082671914249659e-05 2.216020448031486012e-06 1.617668604012578726e-04 2.216020448031486012e-06 1.334732631221413612e-03
7.000000000000000000e+03 3.218951635062694550e-03 1.160723186330869794e-04 2.908602589741349220e-03 1.160723186330869794e-04 7.950686849653720856e-03
8.000000000000000000e+03 5.784773020423017442e-05 1.285593725697253831e-06 1.289091014768928289e-04 1.285593725697253831e-06 1.029387698508799076e-03
9.000000000000000000e+03 4.430423359735868871e-05 6.962040401958802249e-07 9.784384747035801411e-05 6.962040401958802249e-07 5.847275606356561184e-04
1.000000000000000000e+04 2.138461240974720567e-05 5.865725682951961062e-10 1.033877197187393904e-04 5.865725682951961062e-10 7.990117592271417379e-05
